date,open,high,low,close,volume,amount
2020-01-20,60295.9,61342.6,60295.9,61147.4,53563101184.0,653078495232.0
2020-01-21,61003.4,61884.8,60671.8,60735.3,56877965312.0,669474947072.0
2020-01-22,60339.1,61863.6,60215.5,61657.5,57065209856.0,684627460096.0
2020-01-23,61179.8,62472.1,60108.7,60942.5,67043155968.0,784715350016.0
2020-02-03,56017.4,57499.6,55619.9,55712.1,40495149056.0,496507518976.0
2020-02-04,54701.6,59137.6,54701.6,59061.5,86933250048.0,884408057856.0
2020-02-05,59411.7,62641.8,59411.7,62096.0,75783987200.0,840678506496.0
2020-02-06,62106.2,65553.7,62001.5,65553.7,79114469376.0,884188250112.0
2020-02-07,65503.3,67457.8,65494.4,67315.4,79284125696.0,896905641984.0
2020-02-10,67120.3,69100.7,67120.3,68670.6,75922333696.0,855416045568.0
2020-02-11,68793.7,69499.1,68366.7,68438.4,68153503744.0,759190388736.0
2020-02-12,68170.0,69636.4,68170.0,69633.0,66368270336.0,762266583040.0
2020-02-13,69683.3,70955.5,69455.3,69480.0,72349368320.0,835835527168.0
2020-02-14,69483.8,70863.5,69068.4,69655.5,66209357824.0,782309457920.0
2020-02-17,70305.0,72839.5,70305.0,72839.5,78874968064.0,908975800320.0
2020-02-18,72973.9,74884.5,72973.9,74884.5,83429777408.0,968271593472.0
2020-02-19,74757.3,76455.0,74750.6,75175.6,84757127168.0,1009158782976.0
2020-02-20,75600.6,78167.3,75600.6,78167.3,89247080448.0,1042609405952.0
2020-02-21,78205.5,81349.0,78205.5,80806.3,95977013248.0,1137942200320.0
2020-02-24,80886.8,84008.1,80886.8,83884.6,98601549824.0,1194488233984.0
2020-02-25,82070.6,87280.3,82070.6,87248.2,116644691968.0,1385670377472.0
2020-02-26,85953.7,88583.1,85708.4,86180.1,114975834112.0,1283521511424.0
2020-02-27,86851.2,88076.1,85942.5,86119.5,89674555392.0,1021913530368.0
2020-02-28,83105.2,85271.6,82145.5,82353.0,100610277376.0,1101537345536.0
2020-03-02,84082.9,86455.6,83837.5,85766.4,89416613888.0,1004766363648.0
2020-03-03,87320.4,89999.0,86882.6,87530.2,100602478592.0,1148159393792.0
2020-03-04,86907.0,88521.6,85947.0,87406.1,86246899712.0,970288791552.0
2020-03-05,88985.2,90216.9,88721.9,89745.2,103351910400.0,1150891589632.0
2020-03-06,88580.0,90504.7,88339.0,88388.8,89719431168.0,940409356288.0
2020-03-09,86875.8,88397.5,85380.3,85422.8,99478323200.0,1067054202880.0
2020-03-10,85257.9,88464.6,84584.5,88088.4,96996835328.0,1060593205248.0
2020-03-11,88370.1,89602.0,86169.3,86171.3,87736082432.0,954500579328.0
2020-03-12,84717.9,85971.5,82662.7,83424.2,77012738048.0,824142266368.0
2020-03-13,79311.4,84251.0,79311.4,82702.5,89131597824.0,948531691520.0
2020-03-16,83342.2,83625.2,78446.5,78721.6,86859988992.0,946101747712.0
2020-03-17,80222.7,80304.4,76983.6,78081.7,75173904384.0,802345123840.0
2020-03-18,78804.9,80068.9,76116.3,76116.3,74030260224.0,820869464064.0
2020-03-19,76297.3,76919.3,74750.8,76297.8,73115148288.0,807720452096.0
2020-03-20,77361.9,77768.9,75285.2,75876.5,62924222464.0,703649284096.0
2020-03-23,73611.8,74714.7,71129.2,71381.4,63464505344.0,673201979392.0
2020-03-24,73049.4,73497.4,70108.6,71983.8,65262891008.0,700149923840.0
2020-03-25,73793.7,74708.0,73256.1,73330.4,68708937728.0,738702262272.0
2020-03-26,72895.8,73778.8,71240.9,71306.6,60467003392.0,631342759936.0
2020-03-27,72305.6,72348.0,69662.3,69711.1,58316382208.0,623118843904.0
2020-03-30,68659.1,68929.2,67279.0,67502.3,59370729472.0,621899415552.0
2020-03-31,68236.8,68429.3,66223.1,66283.4,53191630848.0,552892956672.0
2020-04-01,66269.1,67334.4,64797.3,64931.9,54827933696.0,575902842880.0
2020-04-02,64743.3,65649.3,64445.6,65649.3,54366228480.0,586471309312.0
2020-04-03,65442.0,66296.3,63990.2,64075.4,51868426240.0,562917605376.0
2020-04-07,65570.5,66778.4,65497.7,66314.5,66949861376.0,722093211648.0
2020-04-08,65918.5,67049.1,65576.5,65771.8,63832813568.0,665458835456.0
2020-04-09,66180.3,66702.3,65506.3,65627.3,61327147008.0,643473670144.0
2020-04-10,65534.4,66161.8,63631.8,63727.5,62563618816.0,661026570240.0
2020-04-13,63570.3,63749.0,61637.8,61748.5,47336321024.0,491779260416.0
2020-04-14,62241.8,62793.4,62107.3,62590.8,53084880896.0,582260621312.0
2020-04-15,62572.1,63535.4,61962.0,61999.3,58284449792.0,631922819072.0
2020-04-16,61633.4,62768.2,61633.4,61807.1,54966579200.0,586159161344.0
2020-04-17,62446.5,63542.9,62248.5,62356.7,64426795008.0,727988305920.0
2020-04-20,62550.2,63490.9,62449.8,62699.2,54670348288.0,605358391296.0
2020-04-21,62331.4,62926.1,61798.9,62015.6,58838069248.0,638500012032.0
2020-04-22,61406.2,62498.3,61389.3,61992.9,55789223936.0,594007031808.0
2020-04-23,62222.0,62708.6,61365.9,61455.6,62709018624.0,656111894528.0
2020-04-24,61443.2,61806.1,59690.0,59934.8,60401463296.0,611524214784.0
2020-04-27,60236.2,60773.4,59119.3,59159.0,52702326784.0,542987026432.0
