date,close,open,high,low,volume,amount
2024-11-28,156820.68831239978,159053.97465439493,159053.97465439493,156820.68831239978,511953047.0,558164131.747
2024-11-29,158904.37693970496,156820.68831239978,158904.37693970496,156820.68831239978,580227102.0,663851511.0364
2024-12-02,162601.33385987655,158904.37693970496,162601.33385987655,158904.37693970496,668477762.0,709509517.8363
2024-12-03,162687.060530541,162601.33385987655,162687.060530541,162601.33385987655,663030139.0,683982592.7691
2024-12-04,159891.64392835248,162687.060530541,162687.060530541,159891.64392835248,621028862.0,653467546.7178
2024-12-05,160159.3328568367,159891.64392835248,160159.3328568367,159891.64392835248,543885746.0,565551128.3282
2024-12-06,162651.6318963966,160159.3328568367,162651.6318963966,160159.3328568367,698186572.0,685981058.1135
2024-12-09,161711.19601245283,162651.6318963966,162651.6318963966,161711.19601245283,694905205.0,649443191.2954
2024-12-10,166716.50672483837,161711.19601245283,166716.50672483837,161711.19601245283,794668034.0,860483994.8416
2024-12-11,169175.38413587844,166716.50672483837,169175.38413587844,166716.50672483837,681544610.0,692929618.7028
2024-12-12,171932.94500959406,169175.38413587844,171932.94500959406,169175.38413587844,700096689.0,734168982.7353
2024-12-13,170953.64303425964,171932.94500959406,171932.94500959406,170953.64303425964,777464144.0,850714862.9744
2024-12-16,168054.76524804093,170953.64303425964,170953.64303425964,168054.76524804093,625578996.0,675237492.9205
2024-12-17,160337.74942584298,168054.76524804093,168054.76524804093,160337.74942584298,568941505.0,584789337.2975
2024-12-18,157756.03788428265,160337.74942584298,160337.74942584298,157756.03788428265,512524979.0,539790684.4202
2024-12-19,155480.49378204427,157756.03788428265,157756.03788428265,155480.49378204427,513909063.0,559130979.0003
2024-12-20,154788.9036308666,155480.49378204427,155480.49378204427,154788.9036308666,490964621.0,596821938.6438
2024-12-23,147355.60371041944,154788.9036308666,154788.9036308666,147355.60371041944,556747248.0,623117789.2961
2024-12-24,145635.42690257414,147355.60371041944,147355.60371041944,145635.42690257414,471992673.0,530758037.565
2024-12-25,140045.92655251175,145635.42690257414,145635.42690257414,140045.92655251175,471315592.0,522168241.8942
2024-12-26,138677.63218231284,140045.92655251175,140045.92655251175,138677.63218231284,422177271.0,518937022.5534
2024-12-27,137522.56668712918,138677.63218231284,138677.63218231284,137522.56668712918,500488130.0,586090438.9394
2024-12-30,133478.91399250174,137522.56668712918,137522.56668712918,133478.91399250174,455262383.0,522245330.1695
2024-12-31,128419.50011914175,133478.91399250174,133478.91399250174,128419.50011914175,502731062.0,562584237.4311
2025-01-02,125069.63333062874,128419.50011914175,128419.50011914175,125069.63333062874,561375199.0,603340526.7398
2025-01-03,119820.03884653641,125069.63333062874,125069.63333062874,119820.03884653641,517592014.0,523159754.7066
2025-01-06,116633.81908196336,119820.03884653641,119820.03884653641,116633.81908196336,430978403.0,444188212.8311
2025-01-07,117226.74601680071,116633.81908196336,117226.74601680071,116633.81908196336,409660529.0,436388386.572
2025-01-08,116663.65965203849,117226.74601680071,117226.74601680071,116663.65965203849,472864390.0,508148444.8637
2025-01-09,115219.68179842985,116663.65965203849,116663.65965203849,115219.68179842985,382943557.0,434445510.3302
2025-01-10,110804.58885916983,115219.68179842985,115219.68179842985,110804.58885916983,403663348.0,465939368.0474
2025-01-13,108252.11096865544,110804.58885916983,110804.58885916983,108252.11096865544,372742023.0,411773991.8035
2025-01-14,113965.22193738156,108252.11096865544,113965.22193738156,108252.11096865544,469212704.0,538983836.0025
2025-01-15,112387.42472219821,113965.22193738156,113965.22193738156,112387.42472219821,404723199.0,466216166.9437
2025-01-16,112770.63546454223,112387.42472219821,112770.63546454223,112387.42472219821,430655539.0,499055442.4444
2025-01-17,111451.46020391803,112770.63546454223,112770.63546454223,111451.46020391803,383599260.0,456553132.9604
2025-01-20,111103.40464327812,111451.46020391803,111451.46020391803,111103.40464327812,403337948.0,469741031.3975
2025-01-21,110095.00198827099,111103.40464327812,111103.40464327812,110095.00198827099,384583718.0,468263378.8977
2025-01-22,107239.29823739605,110095.00198827099,110095.00198827099,107239.29823739605,364817518.0,452312867.4313
2025-01-23,107280.90327260594,107239.29823739605,107280.90327260594,107239.29823739605,458246803.0,539800587.2266
2025-01-24,107968.19054758461,107280.90327260594,107968.19054758461,107280.90327260594,398653033.0,480685057.9732
2025-01-27,104779.65044046003,107968.19054758461,107968.19054758461,104779.65044046003,387467642.0,450231535.7603
2025-02-05,105515.29891838798,104779.65044046003,105515.29891838798,104779.65044046003,406388181.0,521103029.3444
2025-02-06,110124.99870190783,105515.29891838798,110124.99870190783,105515.29891838798,460842730.0,590421697.7539
2025-02-07,116482.72413575163,110124.99870190783,116482.72413575163,110124.99870190783,600558451.0,757613811.1794
2025-02-10,121580.72516182179,116482.72413575163,121580.72516182179,116482.72413575163,546589749.0,677038155.5199
2025-02-11,122841.74783469933,121580.72516182179,122841.74783469933,121580.72516182179,511943541.0,632166670.8705
2025-02-12,126260.75120685845,122841.74783469933,126260.75120685845,122841.74783469933,513437828.0,647387578.5034
2025-02-13,127465.16630840476,126260.75120685845,127465.16630840476,126260.75120685845,568631161.0,705799791.9541
2025-02-14,129679.53726196713,127465.16630840476,129679.53726196713,127465.16630840476,532332965.0,667555376.4115
2025-02-17,133839.839750865,129679.53726196713,133839.839750865,129679.53726196713,589546569.0,750113054.9352
2025-02-18,132318.66474197924,133839.839750865,133839.839750865,132318.66474197924,562679240.0,696798784.1443
2025-02-19,136282.5951824704,132318.66474197924,136282.5951824704,132318.66474197924,502912965.0,675146370.3795
2025-02-20,138316.71469158796,136282.5951824704,138316.71469158796,136282.5951824704,504357114.0,670099045.6574
2025-02-21,144430.56450571035,138316.71469158796,144430.56450571035,138316.71469158796,608190206.0,855656954.7735
2025-02-24,146877.60056152949,144430.56450571035,146877.60056152949,144430.56450571035,598188203.0,802847050.0678
2025-02-25,147153.55208528976,146877.60056152949,147153.55208528976,146877.60056152949,527578562.0,727509770.0701
2025-02-26,150402.3640948212,147153.55208528976,150402.3640948212,147153.55208528976,553992031.0,747887357.8575
2025-02-27,151851.10206841564,150402.3640948212,151851.10206841564,150402.3640948212,575815020.0,774059980.112
2025-02-28,146917.81805487178,151851.10206841564,151851.10206841564,146917.81805487178,568319504.0,758054890.3593
2025-03-03,146786.54421106033,146917.81805487178,146917.81805487178,146786.54421106033,502417862.0,643980682.9818
2025-03-04,146799.77877778286,146786.54421106033,146799.77877778286,146786.54421106033,429996111.0,568728427.1907
2025-03-05,145804.12058807092,146799.77877778286,146799.77877778286,145804.12058807092,460952696.0,587767599.7996
2025-03-06,149484.22087139945,145804.12058807092,149484.22087139945,145804.12058807092,539992709.0,736438106.6717
2025-03-07,148900.99090783912,149484.22087139945,149484.22087139945,148900.99090783912,517663551.0,687879051.0044
2025-03-10,147349.44461279252,148900.99090783912,148900.99090783912,147349.44461279252,450380832.0,595026433.9233
2025-03-11,145924.19727378324,147349.44461279252,147349.44461279252,145924.19727378324,448468323.0,592285777.9471
2025-03-12,146227.85976107794,145924.19727378324,146227.85976107794,145924.19727378324,502195100.0,648501625.8542
2025-03-13,143498.1115934556,146227.85976107794,146227.85976107794,143498.1115934556,519013479.0,636211623.471
2025-03-14,146817.11410846267,143498.1115934556,146817.11410846267,143498.1115934556,582663388.0,750041647.1639
2025-03-17,146464.65980481968,146817.11410846267,146817.11410846267,146464.65980481968,515685138.0,639349980.3611
2025-03-18,145468.2384832897,146464.65980481968,146464.65980481968,145468.2384832897,454916063.0,586338207.3255
2025-03-19,142090.18399482386,145468.2384832897,145468.2384832897,142090.18399482386,440316299.0,559970207.9068
2025-03-20,139652.29459793368,142090.18399482386,142090.18399482386,139652.29459793368,451630682.0,565607596.5588
2025-03-21,136351.9477082667,139652.29459793368,139652.29459793368,136351.9477082667,520862630.0,623164007.2972
2025-03-24,133813.71654555982,136351.9477082667,136351.9477082667,133813.71654555982,513310260.0,586745474.406
2025-03-25,130643.40656264934,133813.71654555982,133813.71654555982,130643.40656264934,456357393.0,516435662.209
2025-03-26,128681.7647451117,130643.40656264934,130643.40656264934,128681.7647451117,428533770.0,485185602.2788
2025-03-27,125524.92431221897,128681.7647451117,128681.7647451117,125524.92431221897,414776314.0,496457111.68
2025-03-28,121235.3234538409,125524.92431221897,125524.92431221897,121235.3234538409,412284289.0,468807615.3431
2025-03-31,118407.42224392843,121235.3234538409,121235.3234538409,118407.42224392843,472571978.0,531475775.8441
2025-04-01,116923.3461778343,118407.42224392843,118407.42224392843,116923.3461778343,422588670.0,499415666.0192
2025-04-02,113756.4374674558,116923.3461778343,116923.3461778343,113756.4374674558,350127364.0,411666039.5179
2025-04-03,110877.75076532923,113756.4374674558,113756.4374674558,110877.75076532923,400517827.0,486510412.9864
2025-04-07,99779.0111329534,110877.75076532923,110877.75076532923,99779.0111329534,662199584.0,735367327.4815
2025-04-08,103828.91541474682,99779.0111329534,103828.91541474682,99779.0111329534,662242387.0,730166160.6547
2025-04-09,110468.01537445167,103828.91541474682,110468.01537445167,103828.91541474682,684797174.0,755430247.4441
2025-04-10,115396.01750872556,110468.01537445167,115396.01750872556,110468.01537445167,591208273.0,682356544.7556
2025-04-11,116033.15331381778,115396.01750872556,116033.15331381778,115396.01750872556,475531804.0,580791402.1937
2025-04-14,117137.86802960762,116033.15331381778,117137.86802960762,116033.15331381778,471373220.0,543811431.5339
2025-04-15,114561.68260087541,117137.86802960762,117137.86802960762,114561.68260087541,396662895.0,456332610.4195
2025-04-16,111243.4656818659,114561.68260087541,114561.68260087541,111243.4656818659,429534854.0,489200692.6515
2025-04-17,109221.63097492894,111243.4656818659,111243.4656818659,109221.63097492894,382012698.0,442596764.018
2025-04-18,106190.90721677733,109221.63097492894,109221.63097492894,106190.90721677733,358836193.0,380313472.554
2025-04-21,106180.26544886116,106190.90721677733,106190.90721677733,106180.26544886116,379307588.0,429391687.7598
2025-04-22,104961.70161723782,106180.26544886116,106180.26544886116,104961.70161723782,403167615.0,452675441.997
2025-04-23,105043.13959482737,104961.70161723782,105043.13959482737,104961.70161723782,411633212.0,486209315.161
2025-04-24,102985.0539292623,105043.13959482737,105043.13959482737,102985.0539292623,392844749.0,434706037.2252
2025-04-25,102226.50680993263,102985.0539292623,102985.0539292623,102226.50680993263,411043192.0,445417627.3326
2025-04-28,99688.57244925672,102226.50680993263,102226.50680993263,99688.57244925672,410665863.0,441916383.127
2025-04-29,98943.90551056372,99688.57244925672,99688.57244925672,98943.90551056372,388961672.0,430881033.5035
2025-04-30,99622.91202550517,98943.90551056372,99622.91202550517,98943.90551056372,435794335.0,505572584.2248
2025-05-06,103341.13097038663,99622.91202550517,103341.13097038663,99622.91202550517,474369617.0,551825065.6245
2025-05-07,105913.16926599093,103341.13097038663,105913.16926599093,103341.13097038663,511159606.0,595230089.0568
2025-05-08,107332.2736150069,105913.16926599093,107332.2736150069,105913.16926599093,428377766.0,501611375.4802
2025-05-09,105732.65569376992,107332.2736150069,107332.2736150069,105732.65569376992,398909191.0,464862361.5335
2025-05-12,107332.64641973218,105732.65569376992,107332.64641973218,105732.65569376992,418239910.0,522080702.3573
2025-05-13,106984.98599710416,107332.64641973218,107332.64641973218,106984.98599710416,426240700.0,506608943.7803
2025-05-14,107429.73079649554,106984.98599710416,107429.73079649554,106984.98599710416,464934441.0,534872944.6268
2025-05-15,105631.2076850345,107429.73079649554,107429.73079649554,105631.2076850345,424100916.0,461292249.4337
2025-05-16,104890.40307178597,105631.2076850345,105631.2076850345,104890.40307178597,395401030.0,435647042.6642
2025-05-19,104691.4694538164,104890.40307178597,104890.40307178597,104691.4694538164,403074805.0,437177569.2193
2025-05-20,105264.01249882834,104691.4694538164,105264.01249882834,104691.4694538164,405544534.0,450290477.2032
2025-05-21,104460.38961838836,105264.01249882834,105264.01249882834,104460.38961838836,412496165.0,465956993.3721
2025-05-22,102482.04693378927,104460.38961838836,104460.38961838836,102482.04693378927,394217206.0,438334515.3354
2025-05-23,100990.7995436755,102482.04693378927,102482.04693378927,100990.7995436755,400227004.0,468587869.6215
2025-05-26,100254.3266976409,100990.7995436755,100990.7995436755,100254.3266976409,347562101.0,400526568.3625
2025-05-27,98945.65153088223,100254.3266976409,100254.3266976409,98945.65153088223,344071157.0,394408732.8801
2025-05-28,97584.79713452868,98945.65153088223,98945.65153088223,97584.79713452868,341555443.0,389341214.7082
2025-05-29,99701.95019952866,97584.79713452868,99701.95019952866,97584.79713452868,393233806.0,453741382.1708
2025-05-30,98447.93126769667,99701.95019952866,99701.95019952866,98447.93126769667,385602170.0,443358967.7226
2025-06-03,99102.10993431357,98447.93126769667,99102.10993431357,98447.93126769667,398060772.0,468292670.251
2025-06-04,100013.99985350446,99102.10993431357,100013.99985350446,99102.10993431357,386494643.0,446844610.6922
2025-06-05,101147.37705313713,100013.99985350446,101147.37705313713,100013.99985350446,406252093.0,498241228.9009
2025-06-06,100785.33587739975,101147.37705313713,101147.37705313713,100785.33587739975,380122886.0,452743716.1064
2025-06-09,102664.03940273626,100785.33587739975,102664.03940273626,100785.33587739975,427347947.0,511879936.9684
2025-06-10,103855.10099998761,102664.03940273626,103855.10099998761,102664.03940273626,481618568.0,557427629.0048
2025-06-11,104674.92989321727,103855.10099998761,104674.92989321727,103855.10099998761,424090313.0,501807385.818
2025-06-12,105105.58167501645,104674.92989321727,105105.58167501645,104674.92989321727,409490610.0,501624560.6372
2025-06-13,105239.07545285621,105105.58167501645,105239.07545285621,105105.58167501645,510065221.0,605384839.3912
2025-06-16,105472.71039707896,105239.07545285621,105472.71039707896,105239.07545285621,405383278.0,481594409.5263
2025-06-17,105027.84811726245,105472.71039707896,105472.71039707896,105027.84811726245,390012447.0,458038158.6783
2025-06-18,104673.94428561727,105027.84811726245,105027.84811726245,104673.94428561727,378684891.0,441011095.449
2025-06-19,103201.19018032556,104673.94428561727,104673.94428561727,103201.19018032556,415327655.0,473258595.4311
2025-06-20,101348.9176001481,103201.19018032556,103201.19018032556,101348.9176001481,350223662.0,410873272.6198
2025-06-23,102483.54408611031,101348.9176001481,102483.54408611031,101348.9176001481,384561397.0,442789178.4695
2025-06-24,106108.12964844656,102483.54408611031,106108.12964844656,102483.54408611031,460963800.0,544882077.6366
2025-06-25,110026.37312964123,106108.12964844656,110026.37312964123,106108.12964844656,509384064.0,620173277.605
2025-06-26,112311.89766199181,110026.37312964123,112311.89766199181,110026.37312964123,496541077.0,603095111.8968
2025-06-27,114697.10426917882,112311.89766199181,114697.10426917882,112311.89766199181,523129432.0,605731616.2577
2025-06-30,117391.90773358144,114697.10426917882,117391.90773358144,114697.10426917882,457348049.0,567137246.0341
2025-07-01,118795.72900868446,117391.90773358144,118795.72900868446,117391.90773358144,444356739.0,553556536.1571
2025-07-02,118571.8915636416,118795.72900868446,118795.72900868446,118571.8915636416,498116776.0,543130721.6941
2025-07-03,119266.50747506075,118571.8915636416,119266.50747506075,118571.8915636416,438543465.0,500211767.7562
2025-07-04,118855.87979082954,119266.50747506075,119266.50747506075,118855.87979082954,500195210.0,567241277.895
2025-07-07,117843.79582021081,118855.87979082954,118855.87979082954,117843.79582021081,436631340.0,476197431.4228
2025-07-08,119798.22904952288,117843.79582021081,119798.22904952288,117843.79582021081,493484773.0,567506524.7607
2025-07-09,120322.90613950632,119798.22904952288,120322.90613950632,119798.22904952288,523920088.0,595962525.1119
2025-07-10,121179.92791123343,120322.90613950632,121179.92791123343,120322.90613950632,564159805.0,613160543.9482
2025-07-11,124060.79552882908,121179.92791123343,124060.79552882908,121179.92791123343,664185249.0,753549049.0707
2025-07-14,124471.05104720316,124060.79552882908,124471.05104720316,124060.79552882908,572084705.0,623102482.2784
2025-07-15,124923.53158848303,124471.05104720316,124923.53158848303,124471.05104720316,572074726.0,646851665.1467
2025-07-16,124694.63375754507,124923.53158848303,124923.53158848303,124694.63375754507,470878578.0,572419318.6503
2025-07-17,125871.45408806209,124694.63375754507,125871.45408806209,124694.63375754507,472211056.0,609791010.2576
2025-07-18,126346.99441220482,125871.45408806209,126346.99441220482,125871.45408806209,493484088.0,643627574.9286
2025-07-21,129259.85501768855,126346.99441220482,129259.85501768855,126346.99441220482,633649736.0,730905862.9054
2025-07-22,132656.0546544488,129259.85501768855,132656.0546544488,129259.85501768855,716155230.0,840573441.8711
