date,ts_code,industry_name,lead_stock,close,pct_change,company_num,pct_change_stock,close_price,net_buy_amount,net_sell_amount,net_inflow,etf_code,etf_name
20260904,881166.TI,军工装备,中国船舶,2182.73,0.94,82,9.18,37.47,187.0,146.0,41.0,512660,军工ETF
20260904,881273.TI,白酒,顺鑫农业,2070.75,2.87,19,5.35,11.03,79.0,47.0,31.0,512690,白酒ETF
20260904,881164.TI,文化传媒,易点天下,2711.87,2.44,85,11.12,38.28,198.0,169.0,28.0,512980,传媒ETF
20260904,881272.TI,软件开发,四方精创,1928.09,1.31,138,14.58,27.5,181.0,156.0,25.0,515230,软件ETF
20260904,881275.TI,游戏,世纪华通,9467.57,1.81,23,7.96,15.73,75.0,51.0,24.0,159869,游戏ETF
20260904,881157.TI,证券,湘财股份,1509.26,0.73,50,7.5,10.17,137.0,119.0,18.0,512880,证券ETF
20260904,881102.TI,养殖业,罗牛山,3043.89,4.36,36,10.05,6.13,54.0,38.0,16.0,510150,消费ETF
20260904,881155.TI,银行,浦发银行,1396.06,0.65,84,1.73,9.43,107.0,91.0,15.0,512800,银行ETF
20260904,881103.TI,农产品加工,播恩集团,3927.96,3.6,43,10.04,14.36,49.0,39.0,9.0,510150,消费ETF
20260904,881158.TI,零售,百大集团,1940.55,0.89,71,9.98,11.35,67.0,60.0,7.0,510150,消费ETF
20260904,881151.TI,机场航运,海南机场,1771.6,1.22,13,2.56,2.81,16.0,9.0,6.0,510300,沪深300ETF
20260904,881133.TI,饮料制造,古越龙山,5029.07,2.23,47,10.06,9.19,29.0,24.0,4.0,512690,白酒ETF
20260904,881152.TI,物流,密尔克卫,5212.91,0.6,50,3.74,63.29,15.0,11.0,3.0,510300,沪深300ETF
20260904,881136.TI,服装家纺,太湖雪,2932.63,0.19,75,6.25,15.47,30.0,27.0,2.0,510300,沪深300ETF
20260904,881125.TI,汽车整车,中国重汽,2502.51,0.61,23,2.67,21.96,31.0,29.0,2.0,515030,新能源车ETF
20260904,881182.TI,美容护理,润本股份,4849.93,0.71,34,4.5,21.84,11.0,9.0,2.0,510150,消费ETF
20260904,881283.TI,多元金融,翠微股份,1122.58,1.07,26,10.04,11.18,31.0,28.0,2.0,512880,证券ETF
20260904,881279.TI,光伏设备,欧普泰,7007.98,-0.27,73,3.95,8.68,65.0,64.0,1.0,516290,光伏ETF
20260904,881105.TI,煤炭开采加工,晋控煤业,3062.47,-0.6,34,3.63,16.82,39.0,39.0,0.0,515220,煤炭ETF
20260904,881174.TI,厨卫电器,日出东方,6099.92,-0.42,9,3.03,7.83,4.0,4.0,0.0,510150,消费ETF
20260904,881141.TI,中药,*ST香雪,3162.26,-0.07,68,4.29,6.56,25.0,26.0,0.0,159929,医药ETF
20260904,881144.TI,医疗器械,可孚医疗,10943.8,-0.04,140,7.55,51.87,49.0,49.0,0.0,159929,医药ETF
20260904,881268.TI,工程机械,铁拓机械,3063.82,0.02,36,9.65,15.8,18.0,18.0,0.0,159638,高端装备ETF
20260904,881178.TI,教育,ST豆神,4320.36,0.04,15,10.42,4.24,9.0,9.0,0.0,510300,沪深300ETF
20260904,881156.TI,保险,新华保险,2159.79,0.11,5,0.53,62.25,36.0,35.0,0.0,512800,银行ETF
20260904,881173.TI,小家电,爱仕达,4039.01,0.15,26,10.05,11.28,5.0,4.0,0.0,510150,消费ETF
20260904,881179.TI,其他社会服务,科锐国际,19272.4,0.17,84,6.91,22.45,13.0,13.0,0.0,510300,沪深300ETF
20260904,881146.TI,燃气,美能能源,1908.92,0.36,27,2.99,11.7,10.0,10.0,0.0,561380,电网设备ETF
20260904,881180.TI,石油加工贸易,统一股份,3723.92,0.41,27,10.01,18.46,22.0,21.0,0.0,510300,沪深300ETF
20260904,881138.TI,包装印刷,柏星龙,4505.63,0.62,46,30.0,21.32,23.0,24.0,0.0,510300,沪深300ETF
