date,ts_code,industry_name,lead_stock,close,pct_change,company_num,pct_change_stock,close_price,net_buy_amount,net_sell_amount,net_inflow,etf_code,etf_name
20260820,881175.TI,医疗服务,博腾股份,21427.5,5.9,56,20.0,24.48,239.0,206.0,33.0,510660,创新药ETF
20260820,881169.TI,贵金属,山东黄金,5871.78,4.9,14,8.59,35.4,194.0,164.0,29.0,512400,有色ETF
20260820,881155.TI,银行,宁波银行,1350.29,0.81,84,3.64,34.18,129.0,106.0,23.0,512800,银行ETF
20260820,881129.TI,通信设备,万隆光电,9139.68,3.33,91,20.01,32.27,584.0,563.0,20.0,515880,通信ETF
20260820,881144.TI,医疗器械,华大智造,11231.9,4.14,140,20.0,69.11,100.0,83.0,17.0,159929,医药ETF
20260820,881125.TI,汽车整车,广汽集团,2519.95,2.14,23,7.98,5.41,39.0,26.0,12.0,515030,新能源车ETF
20260820,881141.TI,中药,古汉医药,3249.97,2.42,68,9.99,9.69,55.0,46.0,8.0,159929,医药ETF
20260820,881102.TI,养殖业,申联生物,2893.8,1.44,36,8.05,8.72,29.0,23.0,6.0,510150,消费ETF
20260820,881283.TI,多元金融,翠微股份,1061.78,1.71,26,8.33,9.23,22.0,16.0,6.0,512880,证券ETF
20260820,881116.TI,建筑装饰,镇海股份,4022.5,1.98,143,10.02,14.06,80.0,73.0,6.0,510300,沪深300ETF
20260820,881140.TI,化学制药,键凯科技,6639.59,3.82,158,20.0,89.45,297.0,291.0,6.0,159929,医药ETF
20260820,881275.TI,游戏,昆仑万维,8995.11,1.56,24,5.95,45.05,48.0,42.0,5.0,159869,游戏ETF
20260820,881158.TI,零售,全新好,1814.61,1.46,71,10.01,12.09,34.0,29.0,4.0,510150,消费ETF
20260820,881182.TI,美容护理,上海家化,4696.46,2.46,34,6.79,18.4,14.0,10.0,3.0,510150,消费ETF
20260820,881156.TI,保险,新华保险,1949.81,0.29,5,0.73,58.08,21.0,18.0,2.0,512800,银行ETF
20260820,881126.TI,汽车零部件,绿控传动,5628.16,0.52,273,282.24,32.49,104.0,102.0,2.0,515030,新能源车ETF
20260820,881268.TI,工程机械,拓山重工,3009.06,0.56,36,4.19,46.24,15.0,13.0,2.0,159638,高端装备ETF
20260820,881272.TI,软件开发,国新健康,1847.13,0.9,138,7.3,7.2,97.0,94.0,2.0,515230,软件ETF
20260820,881153.TI,房地产,城投控股,1677.55,1.89,88,10.05,4.16,64.0,61.0,2.0,510300,沪深300ETF
20260820,881178.TI,教育,科德教育,4049.68,-0.17,15,6.01,15.0,9.0,8.0,1.0,510300,沪深300ETF
20260820,881148.TI,港口航运,凤凰航运,1232.97,0.64,36,9.97,4.41,40.0,39.0,1.0,510300,沪深300ETF
20260820,881133.TI,饮料制造,红棉股份,4908.18,0.69,47,9.97,3.53,30.0,28.0,1.0,512690,白酒ETF
20260820,881164.TI,文化传媒,三人行,2535.98,0.88,84,3.16,47.01,47.0,46.0,1.0,512980,传媒ETF
20260820,881112.TI,钢铁,金洲管道,1502.84,0.92,43,3.84,9.47,20.0,18.0,1.0,510300,沪深300ETF
20260820,881151.TI,机场航运,海南机场,1753.39,0.95,13,2.51,2.86,8.0,6.0,1.0,510300,沪深300ETF
20260820,881136.TI,服装家纺,深中华A,2854.35,1.49,75,10.05,6.46,20.0,19.0,1.0,510300,沪深300ETF
20260820,881152.TI,物流,华光源海,5082.63,1.55,50,6.25,12.92,15.0,13.0,1.0,510300,沪深300ETF
20260820,881181.TI,环境治理,德创环保,4057.1,1.62,111,10.0,11.0,37.0,35.0,1.0,516160,新能源ETF
20260820,881174.TI,厨卫电器,浙江美大,5909.79,-1.5,9,0.59,6.86,5.0,5.0,0.0,510150,消费ETF
20260820,881179.TI,其他社会服务,谱尼测试,18889.0,0.73,84,5.51,7.28,12.0,12.0,0.0,510300,沪深300ETF
20260820,881149.TI,公路铁路运输,西部创业,1286.17,0.81,32,3.09,3.67,10.0,9.0,0.0,510300,沪深300ETF
20260820,881162.TI,通信服务,中富通,2645.52,0.95,44,7.18,17.92,50.0,51.0,0.0,515880,通信ETF
20260820,881108.TI,化学原料,善水科技,3190.7,1.08,59,8.31,20.85,48.0,48.0,0.0,510300,沪深300ETF
20260820,881264.TI,化学纤维,尤夫股份,3683.01,1.09,29,5.73,4.61,25.0,25.0,0.0,510300,沪深300ETF
20260820,881135.TI,纺织制造,华生科技,2267.86,1.12,33,4.07,12.53,6.0,7.0,0.0,510300,沪深300ETF
20260820,881138.TI,包装印刷,*ST集友,4230.26,1.23,46,6.0,8.3,10.0,10.0,0.0,510300,沪深300ETF
20260820,881132.TI,黑色家电,高斯贝尔,3988.8,1.49,9,4.02,13.2,4.0,4.0,0.0,510150,消费ETF
20260820,881173.TI,小家电,莱克电气,4024.01,1.56,26,4.32,27.56,5.0,4.0,0.0,510150,消费ETF
20260820,881159.TI,贸易,远大控股,2525.5,1.82,14,6.65,8.34,4.0,3.0,0.0,510300,沪深300ETF
20260820,881143.TI,医药商业,塞力医疗,4810.59,2.17,32,9.98,17.3,20.0,20.0,0.0,159929,医药ETF
20260820,881177.TI,互联网电商,狮头股份,8515.39,3.03,20,10.03,15.36,17.0,17.0,0.0,515230,软件ETF
20260820,881114.TI,金属新材料,铂科新材,13601.8,-0.16,34,3.9,76.93,22.0,24.0,-1.0,512400,有色ETF
20260820,881146.TI,燃气,天壕能源,1832.45,0.01,27,2.74,4.88,8.0,9.0,-1.0,561380,电网设备ETF
20260820,881180.TI,石油加工贸易,东华能源,3477.66,0.68,27,4.44,5.64,21.0,23.0,-1.0,510300,沪深300ETF
20260820,881137.TI,造纸,恒达新材,2035.98,1.04,24,2.96,28.57,5.0,6.0,-1.0,510300,沪深300ETF
20260820,881130.TI,计算机设备,罗普特,3886.88,1.23,83,11.02,15.41,73.0,75.0,-1.0,515230,软件ETF
20260820,881103.TI,农产品加工,金健米业,3703.46,1.39,43,9.97,8.6,34.0,36.0,-1.0,510150,消费ETF
20260820,881165.TI,综合,亚泰集团,2240.18,2.0,18,5.85,1.99,13.0,15.0,-1.0,510300,沪深300ETF
20260820,881105.TI,煤炭开采加工,宝泰隆,2960.05,-0.56,34,5.26,3.2,47.0,50.0,-2.0,515220,煤炭ETF
20260820,881273.TI,白酒,金徽酒,2013.3,0.85,19,4.76,16.71,28.0,31.0,-2.0,512690,白酒ETF
20260820,881142.TI,生物制品,三元基因,6729.93,9.12,55,29.97,24.76,107.0,110.0,-2.0,510660,创新药ETF
20260820,881271.TI,IT服务,思创智联,11619.6,0.57,129,5.28,3.19,127.0,131.0,-3.0,515230,软件ETF
20260820,881131.TI,白色家电,三星新材,7837.75,1.26,44,10.0,13.75,36.0,39.0,-3.0,510150,消费ETF
20260820,881123.TI,其他电子,创益通,20260.8,1.52,34,8.09,29.41,52.0,56.0,-3.0,512480,半导体ETF
20260820,881124.TI,消费电子,达瑞电子,12051.8,2.1,96,12.74,60.0,151.0,154.0,-3.0,512480,半导体ETF
20260820,881277.TI,电机,中电电机,3224.44,0.36,26,10.02,21.2,13.0,17.0,-4.0,561380,电网设备ETF
20260820,881267.TI,能源金属,*ST威领,31097.5,0.44,13,10.02,17.46,28.0,32.0,-4.0,512400,有色ETF
20260820,881279.TI,光伏设备,宇邦新材,7237.71,0.47,72,8.22,23.3,65.0,71.0,-5.0,516290,光伏ETF
20260820,881115.TI,建筑材料,开尔新材,5484.73,0.8,73,5.84,9.42,75.0,81.0,-5.0,510300,沪深300ETF
20260820,881117.TI,通用设备,华曙高科,8910.78,1.2,253,20.0,103.25,158.0,163.0,-5.0,159638,高端装备ETF
20260820,881157.TI,证券,中泰证券,1422.5,0.41,50,2.38,5.6,61.0,68.0,-7.0,512880,证券ETF
20260820,881171.TI,自动化设备,东杰智能,28275.9,1.41,98,10.25,21.83,187.0,196.0,-8.0,562500,机器人ETF
20260820,881118.TI,专用设备,泰林生物,7258.99,1.22,201,10.65,21.71,110.0,119.0,-9.0,159638,高端装备ETF
20260820,881145.TI,电力,金房能源,1882.09,0.36,110,10.02,29.76,76.0,86.0,-10.0,561380,电网设备ETF
20260820,881109.TI,化学制品,新开源,7140.02,1.07,181,19.97,15.98,120.0,131.0,-10.0,510300,沪深300ETF
20260820,881280.TI,风电设备,常友科技,4143.26,-0.21,31,4.73,86.96,27.0,38.0,-11.0,516160,新能源ETF
20260820,881168.TI,工业金属,电工合金,4276.7,0.29,55,8.13,15.16,133.0,146.0,-13.0,512400,有色ETF
20260820,881278.TI,电网设备,正泰电器,6331.18,0.7,140,10.0,26.28,84.0,98.0,-13.0,561380,电网设备ETF
20260820,881122.TI,光学光电子,联得装备,5316.24,1.2,107,12.31,32.21,148.0,163.0,-15.0,512480,半导体ETF
20260820,881172.TI,电子化学品,莱尔科技,88606.7,-0.46,43,5.67,30.01,147.0,165.0,-17.0,512480,半导体ETF
20260820,881166.TI,军工装备,航宇科技,2025.69,-0.25,82,3.31,44.88,63.0,80.0,-17.0,512660,军工ETF
20260820,881170.TI,小金属,宜安科技,8927.9,-0.64,29,7.65,15.19,107.0,130.0,-22.0,512400,有色ETF
20260820,881281.TI,电池,珠海冠宇,17702.7,0.08,106,6.9,14.87,144.0,169.0,-24.0,516160,新能源ETF
20260820,881121.TI,半导体,思瑞浦,16487.4,0.47,185,15.3,309.94,1099.0,1161.0,-61.0,512480,半导体ETF
