date,ts_code,industry_name,lead_stock,close,pct_change,company_num,pct_change_stock,close_price,net_buy_amount,net_sell_amount,net_inflow,etf_code,etf_name
20260918,881121.TI,半导体,托伦斯,17299.6,4.31,188,20.0,142.56,1426.0,1200.0,226.0,512480,半导体ETF
20260918,881129.TI,通信设备,浩瀚深度,10003.7,2.35,91,20.02,23.02,742.0,706.0,36.0,515880,通信ETF
20260918,881122.TI,光学光电子,阳光照明,5540.19,1.74,107,10.03,3.51,203.0,169.0,34.0,512480,半导体ETF
20260918,881124.TI,消费电子,科森科技,12598.5,1.91,96,10.01,23.42,198.0,166.0,32.0,512480,半导体ETF
20260918,881117.TI,通用设备,电科思仪,9216.78,2.1,254,20.0,63.0,195.0,171.0,24.0,159638,高端装备ETF
20260918,881171.TI,自动化设备,智云股份,29158.1,2.12,99,11.17,10.85,185.0,160.0,24.0,562500,机器人ETF
20260918,881279.TI,光伏设备,拉普拉斯,7047.92,2.91,73,11.26,46.55,90.0,66.0,24.0,516290,光伏ETF
20260918,881157.TI,证券,华鑫股份,1437.04,1.36,50,9.98,14.1,81.0,58.0,22.0,512880,证券ETF
20260918,881153.TI,房地产,万科A,1700.77,2.31,88,9.93,3.32,72.0,51.0,21.0,510300,沪深300ETF
20260918,881172.TI,电子化学品,广钢气体,92378.3,2.61,43,8.4,32.9,178.0,157.0,20.0,512480,半导体ETF
20260918,881271.TI,IT服务,云天励飞,11762.0,1.84,129,15.09,65.6,130.0,112.0,18.0,515230,软件ETF
20260918,881281.TI,电池,华汇智能,17517.7,1.84,107,15.31,29.98,183.0,170.0,13.0,516160,新能源ETF
20260918,881118.TI,专用设备,沈鼓集团,7476.97,2.69,203,177.74,57.77,144.0,131.0,13.0,159638,高端装备ETF
20260918,881123.TI,其他电子,民德电子,21340.8,3.07,34,10.99,31.72,72.0,58.0,13.0,512480,半导体ETF
20260918,881130.TI,计算机设备,魅视科技,3925.26,1.59,83,10.01,39.99,85.0,73.0,12.0,515230,软件ETF
20260918,881272.TI,软件开发,华信永道,1864.38,2.02,138,11.44,25.92,111.0,98.0,12.0,515230,软件ETF
20260918,881145.TI,电力,大连热电,1956.59,1.16,110,10.06,8.42,111.0,102.0,8.0,561380,电网设备ETF
20260918,881168.TI,工业金属,盛达资源,4343.68,1.28,55,5.88,34.76,89.0,81.0,8.0,512400,有色ETF
20260918,881169.TI,贵金属,株冶集团,5649.87,1.51,14,3.7,25.5,83.0,75.0,8.0,512400,有色ETF
20260918,881170.TI,小金属,金钛股份,8538.61,1.52,30,6.7,27.22,76.0,67.0,8.0,512400,有色ETF
20260918,881278.TI,电网设备,太阳电缆,6355.9,1.87,140,10.03,8.67,110.0,102.0,7.0,561380,电网设备ETF
20260918,881166.TI,军工装备,*ST航图,2158.12,1.36,82,7.51,9.3,106.0,100.0,6.0,512660,军工ETF
20260918,881109.TI,化学制品,华软科技,7202.79,1.3,183,10.1,5.34,104.0,99.0,5.0,510300,沪深300ETF
20260918,881144.TI,医疗器械,百迈科,10805.0,1.61,141,16.56,34.99,48.0,42.0,5.0,159929,医药ETF
20260918,881114.TI,金属新材料,春光集团,13773.3,2.32,34,8.5,54.87,23.0,19.0,4.0,512400,有色ETF
20260918,881151.TI,机场航运,厦门空港,1722.82,1.06,13,2.72,15.12,11.0,8.0,3.0,510300,沪深300ETF
20260918,881131.TI,白色家电,宏昌科技,8109.9,1.09,44,6.1,45.21,35.0,31.0,3.0,510150,消费ETF
20260918,881158.TI,零售,国芳集团,1881.42,1.67,71,10.0,16.06,42.0,38.0,3.0,510150,消费ETF
20260918,881175.TI,医疗服务,泓博医药,20430.8,2.54,56,10.76,35.21,115.0,111.0,3.0,510660,创新药ETF
20260918,881112.TI,钢铁,马矿股份,1493.45,0.78,44,10.03,17.78,21.0,19.0,2.0,510300,沪深300ETF
20260918,881162.TI,通信服务,南凌科技,2635.11,0.99,44,3.55,16.05,35.0,33.0,2.0,515880,通信ETF
20260918,881103.TI,农产品加工,金健米业,3767.71,0.37,43,9.98,14.32,33.0,31.0,1.0,510150,消费ETF
20260918,881146.TI,燃气,贵州燃气,1860.63,0.44,27,2.94,6.66,7.0,6.0,1.0,561380,电网设备ETF
20260918,881152.TI,物流,海晨股份,5171.16,0.6,50,11.8,16.58,14.0,13.0,1.0,510300,沪深300ETF
20260918,881165.TI,综合,亚泰集团,2259.3,1.0,18,10.29,1.93,11.0,10.0,1.0,510300,沪深300ETF
20260918,881138.TI,包装印刷,新宏泽,4395.51,1.02,46,9.96,11.92,22.0,21.0,1.0,510300,沪深300ETF
20260918,881181.TI,环境治理,福龙马,4076.84,1.09,111,10.03,15.47,33.0,31.0,1.0,516160,新能源ETF
20260918,881137.TI,造纸,宜宾纸业,2102.76,1.13,24,5.23,17.3,9.0,8.0,1.0,510300,沪深300ETF
20260918,881126.TI,汽车零部件,中捷精工,5690.18,1.16,275,14.97,50.91,139.0,137.0,1.0,515030,新能源车ETF
20260918,881179.TI,其他社会服务,零点有数,18894.0,1.77,84,6.19,55.38,11.0,10.0,1.0,510300,沪深300ETF
20260918,881182.TI,美容护理,洁雅股份,4773.15,2.25,34,11.02,46.26,12.0,10.0,1.0,510150,消费ETF
20260918,881102.TI,养殖业,申联生物,2884.49,-0.38,36,4.25,8.34,21.0,22.0,0.0,510150,消费ETF
20260918,881149.TI,公路铁路运输,海汽集团,1306.6,-0.26,32,2.48,13.66,8.0,8.0,0.0,510300,沪深300ETF
20260918,881148.TI,港口航运,厦门港务,1276.2,-0.2,36,3.75,9.4,48.0,47.0,0.0,510300,沪深300ETF
20260918,881159.TI,贸易,中信金属,2542.26,0.38,14,3.68,11.54,3.0,3.0,0.0,510300,沪深300ETF
20260918,881132.TI,黑色家电,高斯贝尔,4249.09,0.48,9,1.46,15.3,4.0,4.0,0.0,510150,消费ETF
20260918,881141.TI,中药,特一药业,3085.95,0.53,68,3.88,9.64,25.0,25.0,0.0,159929,医药ETF
20260918,881273.TI,白酒,水井坊,1932.93,0.75,19,2.13,25.92,27.0,26.0,0.0,512690,白酒ETF
20260918,881108.TI,化学原料,江苏索普,3232.46,0.93,59,6.13,7.27,40.0,39.0,0.0,510300,沪深300ETF
20260918,881267.TI,能源金属,*ST威领,29206.6,1.01,13,2.96,19.84,24.0,25.0,0.0,512400,有色ETF
20260918,881156.TI,保险,中国人寿,2051.15,1.08,5,1.75,37.8,24.0,23.0,0.0,512800,银行ETF
20260918,881173.TI,小家电,德豪润达,3990.36,1.13,26,9.92,2.66,6.0,6.0,0.0,510150,消费ETF
20260918,881116.TI,建筑装饰,经纬股份,4157.37,1.24,143,20.0,54.0,75.0,75.0,0.0,510300,沪深300ETF
20260918,881277.TI,电机,华瑞股份,3192.11,1.27,26,5.4,28.88,8.0,8.0,0.0,561380,电网设备ETF
20260918,881264.TI,化学纤维,汇隆新材,3626.19,1.32,29,4.42,21.03,15.0,15.0,0.0,510300,沪深300ETF
20260918,881133.TI,饮料制造,会稽山,4950.45,1.35,47,10.02,32.84,22.0,22.0,0.0,512690,白酒ETF
20260918,881135.TI,纺织制造,华纺股份,2299.94,1.66,33,9.94,3.54,6.0,7.0,0.0,510300,沪深300ETF
20260918,881283.TI,多元金融,华金资本,1075.53,1.68,26,10.02,12.96,13.0,13.0,0.0,512880,证券ETF
20260918,881174.TI,厨卫电器,亿田智能,5914.86,1.85,9,11.13,31.95,3.0,2.0,0.0,510150,消费ETF
20260918,881143.TI,医药商业,百洋医药,4574.94,1.94,32,10.41,25.55,12.0,12.0,0.0,159929,医药ETF
20260918,881142.TI,生物制品,信诺维,6144.83,2.61,56,34.46,55.6,51.0,50.0,0.0,510660,创新药ETF
20260918,881178.TI,教育,*ST高科,4304.34,-0.05,15,9.89,9.11,6.0,7.0,-1.0,510300,沪深300ETF
20260918,881136.TI,服装家纺,七匹狼,2864.49,1.54,75,10.02,9.0,21.0,22.0,-1.0,510300,沪深300ETF
20260918,881177.TI,互联网电商,星徽股份,9263.25,1.95,20,17.39,11.61,23.0,25.0,-1.0,515230,软件ETF
20260918,881140.TI,化学制药,华纳药厂,6169.11,0.73,158,6.84,56.1,105.0,107.0,-2.0,159929,医药ETF
20260918,881180.TI,石油加工贸易,和顺石油,3652.07,1.03,27,9.99,48.55,17.0,19.0,-2.0,510300,沪深300ETF
20260918,881268.TI,工程机械,华东重机,2933.71,1.12,36,6.59,5.66,17.0,19.0,-2.0,159638,高端装备ETF
20260918,881105.TI,煤炭开采加工,华电能源,3000.95,-0.58,34,3.74,5.27,31.0,36.0,-4.0,515220,煤炭ETF
20260918,881280.TI,风电设备,洛轴股份,4321.07,1.2,32,12.75,32.11,43.0,48.0,-4.0,516160,新能源ETF
20260918,881275.TI,游戏,宝通科技,8925.33,0.2,23,1.97,21.27,24.0,29.0,-5.0,159869,游戏ETF
20260918,881125.TI,汽车整车,北汽蓝谷,2482.1,-1.0,23,1.11,4.54,35.0,42.0,-7.0,515030,新能源车ETF
20260918,881164.TI,文化传媒,内蒙新华,2696.08,0.93,85,10.04,13.48,80.0,88.0,-7.0,512980,传媒ETF
20260918,881155.TI,银行,江苏银行,1369.64,-0.48,84,1.08,12.17,82.0,91.0,-8.0,512800,银行ETF
20260918,881115.TI,建筑材料,中旗新材,5639.78,0.79,73,9.99,37.98,125.0,168.0,-43.0,510300,沪深300ETF
