date,industry_name,pct_change,close,net_inflow,net_amount_rate,super_large_inflow,large_inflow,rank,etf_code,etf_name
20260914,电池,1.63,1262.22,17.0904704,4.15,5.04534528,12.04512512,8,516160,新能源ETF
20260914,医疗服务,4.09,1398.78,16.3595512,6.18,9.41603248,6.94351872,9,510660,创新药ETF
20260914,锂电池,1.16,16934.59,14.05602016,5.69,3.44826848,10.60775168,10,516160,新能源ETF
20260914,食品饮料,0.07,25793.84,11.44518704,5.68,10.61938944,0.8257976,14,510150,消费ETF
20260914,软件开发,1.45,1045.74,6.38157888,2.03,5.31606592,1.06551296,20,515230,软件ETF
20260914,化学制药,1.98,35084.73,5.95448912,2.17,5.4754056,0.47908352,22,159929,医药ETF
20260914,公用事业,0.28,9666.13,5.04210352,1.1,4.57646256,0.46564096,26,561380,电网设备ETF
20260914,生物制品,2.7,973.14,4.79617072,4.28,1.92884064,2.86733008,28,510660,创新药ETF
20260914,光伏设备,0.23,1085.64,2.90252608,1.84,1.63717664,1.26534944,41,516290,光伏ETF
20260914,风电设备,-0.74,1218.27,2.10788352,1.99,1.44825872,0.6596248,50,516160,新能源ETF
20260914,房地产,0.2,1941.84,1.46215232,1.57,0.81980032,0.642352,15,510300,沪深300ETF
20260914,小金属,0.74,3714.19,1.27563296,0.82,1.86065008,-0.58501712,22,512400,有色ETF
20260914,汽车零部件,0.54,42268.7,0.83497456,0.24,3.85490416,-3.0199296,38,515030,新能源车ETF
20260914,医药商业,1.36,1100.36,0.00921444,0.04,-0.00723916,0.0164536,28,159929,医药ETF
20260914,医疗器械,1.23,896.34,-1.5561176,-1.16,-0.69257728,-0.86354032,1,159929,医药ETF
20260914,能源金属,0.15,738.65,-2.18570496,-4.08,-0.56502608,-1.62067888,19,512400,有色ETF
20260914,机器人,0.75,8980.06,-2.22329872,-4.44,-1.0686752,-1.15462352,21,562500,机器人ETF
20260914,银行,0.88,4436.85,-8.46595584,-3.03,-4.09304832,-4.37290752,21,512800,银行ETF
20260914,贵金属,-0.57,2629.16,-8.77285296,-6.85,-2.76247296,-6.01038,25,512400,有色ETF
20260914,电网设备,0.22,35595.92,-11.43818336,-3.35,-4.92280416,-6.5153792,32,561380,电网设备ETF
20260914,有色金属,-0.03,26872.47,-19.22531328,-2.66,-8.82390784,-10.40140544,37,512400,有色ETF
20260914,半导体,0.48,2596.24,-71.00006912,-4.31,-52.58458112,-18.415488,45,512480,半导体ETF
20260914,通信设备,-0.69,24094.08,-72.61093632,-5.46,-59.12653312,-13.4844032,46,515880,通信ETF
