date,industry_name,pct_change,close,net_inflow,net_amount_rate,super_large_inflow,large_inflow,rank,etf_code,etf_name
20260922,锂电池,0.25,17423.72,5.5983744,1.55,1.96372224,3.63465216,17,516160,新能源ETF
20260922,电池,-0.14,1295.78,2.53798144,0.47,0.511488,2.02649344,31,516160,新能源ETF
20260922,能源金属,0.21,749.86,1.52667008,2.0,0.5058688,1.02080128,43,512400,有色ETF
20260922,光伏设备,-0.24,1126.93,0.58640368,0.26,-0.21185808,0.79826176,25,516290,光伏ETF
20260922,银行,-0.08,4319.08,-0.47487888,-0.21,-4.44575888,3.97088,47,512800,银行ETF
20260922,软件开发,1.72,1096.42,-1.52549744,-0.34,6.75390352,-8.27940096,40,515230,软件ETF
20260922,医药商业,-0.34,1125.08,-1.90476736,-3.27,-2.00380272,0.09903536,6,159929,医药ETF
20260922,有色金属,0.05,27425.44,-2.0212224,-0.22,-0.1964032,-1.8248192,13,512400,有色ETF
20260922,机器人,0.08,9288.17,-2.93703632,-4.69,-2.53679072,-0.4002456,45,562500,机器人ETF
20260922,生物制品,1.64,1061.84,-3.68750096,-1.59,1.94730736,-5.63480832,9,510660,创新药ETF
20260922,食品饮料,0.2,26383.19,-3.82610304,-1.54,-0.01266048,-3.81344256,12,510150,消费ETF
20260922,小金属,-0.76,3817.47,-4.680744,-1.79,-2.32922528,-2.35151872,20,512400,有色ETF
20260922,化学制药,0.74,37309.59,-5.37862912,-1.11,3.48994304,-8.86857216,33,159929,医药ETF
20260922,医疗器械,1.14,951.68,-6.10227264,-2.55,-2.15839808,-3.94387456,39,159929,医药ETF
20260922,房地产,0.26,2044.34,-6.72958496,-2.47,-1.60824864,-5.12133632,45,510300,沪深300ETF
20260922,风电设备,-1.33,1286.04,-7.72445744,-7.6,-3.306032,-4.41842544,48,516160,新能源ETF
20260922,公用事业,-0.56,9540.83,-10.78962544,-3.42,-5.20152944,-5.588096,21,561380,电网设备ETF
20260922,半导体,0.46,2888.58,-13.38705664,-0.42,-10.6704256,-2.71663104,27,512480,半导体ETF
20260922,医疗服务,0.81,1560.23,-15.32146064,-3.98,-3.64183696,-11.67962368,30,510660,创新药ETF
20260922,汽车零部件,-0.07,43497.88,-16.8611024,-3.8,-10.21754656,-6.64355584,33,515030,新能源车ETF
20260922,贵金属,-1.47,2528.3,-19.11757872,-14.73,-13.21612272,-5.901456,37,512400,有色ETF
20260922,电网设备,-0.68,36198.07,-24.15122944,-6.42,-14.24658432,-9.90464512,39,561380,电网设备ETF
20260922,通信设备,-0.62,25470.12,-69.26018048,-4.17,-27.08503552,-42.17514496,46,515880,通信ETF
