date,industry_name,pct_change,close,net_inflow,net_amount_rate,super_large_inflow,large_inflow,rank,etf_code,etf_name
20260806,通信设备,2.99,22431.2,24.56380928,1.25,14.05027072,10.51353856,3,515880,通信ETF
20260806,小金属,2.08,3962.52,6.31085824,1.07,12.47712256,-6.16626432,18,512400,有色ETF
20260806,医药商业,1.22,1089.62,2.49327234,4.5,1.47146178,1.02181056,38,159929,医药ETF
20260806,医疗器械,-0.25,897.0,-0.1389528,-0.07,-1.64823664,1.50928384,31,159929,医药ETF
20260806,房地产,0.54,1920.46,-0.27881616,-0.19,-0.64441392,0.36559776,20,510300,沪深300ETF
20260806,银行,0.02,4184.92,-0.79432448,-0.26,-2.584704,1.79037952,48,512800,银行ETF
20260806,机器人,1.07,9766.96,-3.16841904,-2.66,-1.49847648,-1.66994256,2,562500,机器人ETF
20260806,生物制品,-0.87,943.37,-3.24280816,-2.55,-1.41677936,-1.8260288,4,510660,创新药ETF
20260806,风电设备,-0.57,1299.18,-4.50026208,-4.24,-2.62991552,-1.87034656,27,516160,新能源ETF
20260806,贵金属,3.25,2451.39,-4.51694848,-1.23,3.8222976,-8.33924608,28,512400,有色ETF
20260806,食品饮料,-0.36,25761.05,-5.00384432,-1.62,-4.51923888,-0.48460544,33,510150,消费ETF
20260806,化学制药,0.1,34760.02,-5.90092816,-1.31,-6.0104424,0.10951424,44,159929,医药ETF
20260806,医疗服务,-0.32,1314.41,-9.86952944,-3.02,-5.79327984,-4.0762496,8,510660,创新药ETF
20260806,能源金属,-0.41,833.01,-10.23019488,-6.85,-5.615592,-4.61460288,11,512400,有色ETF
20260806,光伏设备,-0.36,1150.35,-14.78788336,-5.34,-6.00133616,-8.7865472,18,516290,光伏ETF
20260806,汽车零部件,-0.01,42767.03,-15.65667568,-3.23,-9.41968112,-6.23699456,19,515030,新能源车ETF
20260806,半导体,2.18,2667.96,-20.72621056,-0.55,-14.59920896,-6.1270016,25,512480,半导体ETF
20260806,锂电池,-0.8,17426.92,-22.08012288,-5.49,-9.66098176,-12.41914112,26,516160,新能源ETF
20260806,电网设备,-0.67,36482.35,-22.69753728,-4.81,-11.57008,-11.12745728,28,561380,电网设备ETF
20260806,有色金属,0.92,27405.7,-28.80036608,-1.48,-0.74846208,-28.051904,33,512400,有色ETF
20260806,公用事业,-0.56,9521.12,-31.46920528,-6.52,-15.74248528,-15.72672,35,561380,电网设备ETF
20260806,电池,-0.61,1324.85,-34.93463552,-5.0,-14.70551296,-20.22912256,38,516160,新能源ETF
20260806,软件开发,0.64,1103.66,-39.61464064,-5.61,-18.91096576,-20.70367488,41,515230,软件ETF
