date,industry_name,pct_change,close,net_inflow,net_amount_rate,super_large_inflow,large_inflow,rank,etf_code,etf_name
20260911,通信设备,0.52,24261.6,47.41400064,2.67,40.91189248,6.50210816,1,515880,通信ETF
20260911,风电设备,0.09,1227.41,6.73089472,5.71,0.63701248,6.09388224,14,516160,新能源ETF
20260911,医药商业,-2.18,1085.6,-0.54109422,-1.76,-0.2023011,-0.33879312,11,159929,医药ETF
20260911,银行,-1.09,4398.25,-3.95451136,-1.29,-7.56880128,3.61428992,32,512800,银行ETF
20260911,公用事业,-0.95,9638.88,-4.54171648,-0.81,-2.4712192,-2.07049728,46,561380,电网设备ETF
20260911,房地产,-2.64,1937.92,-5.34376048,-3.93,-3.46441568,-1.8793448,7,510300,沪深300ETF
20260911,电网设备,-1.42,35517.89,-5.72029632,-1.38,-1.88830144,-3.83199488,12,561380,电网设备ETF
20260911,贵金属,-3.26,2644.31,-6.49383744,-3.01,-3.31388224,-3.1799552,25,512400,有色ETF
20260911,生物制品,-2.78,947.59,-6.594032,-6.48,-3.37894512,-3.21508688,26,510660,创新药ETF
20260911,机器人,-2.44,8913.07,-7.3557528,-9.53,-3.26766512,-4.08808768,38,562500,机器人ETF
20260911,医疗器械,-1.91,885.49,-7.57964336,-4.85,-2.45973936,-5.119904,41,159929,医药ETF
20260911,食品饮料,-2.61,25776.65,-7.80596576,-3.01,-3.72902752,-4.07693824,45,510150,消费ETF
20260911,锂电池,-2.12,16741.03,-9.68094832,-3.58,-8.54848624,-1.13246208,4,516160,新能源ETF
20260911,汽车零部件,-1.94,42040.34,-10.1411304,-2.55,-1.53898768,-8.60214272,5,515030,新能源车ETF
20260911,能源金属,-4.25,737.51,-12.43337408,-12.31,-8.18069072,-4.25268336,13,512400,有色ETF
20260911,光伏设备,-2.14,1083.11,-12.55786512,-6.34,-7.41716256,-5.14070256,14,516290,光伏ETF
20260911,化学制药,-2.36,34404.68,-15.7011152,-5.37,-6.46472992,-9.23638528,23,159929,医药ETF
20260911,医疗服务,-2.77,1343.85,-17.00441152,-8.55,-6.29053344,-10.71387808,24,510660,创新药ETF
20260911,软件开发,-2.54,1030.79,-17.79437104,-5.29,-10.74465584,-7.0497152,26,515230,软件ETF
20260911,小金属,-2.8,3687.05,-18.38388208,-8.94,-8.63970672,-9.74417536,27,512400,有色ETF
20260911,电池,-2.45,1241.95,-23.79029504,-5.12,-15.02539776,-8.76489728,29,516160,新能源ETF
20260911,有色金属,-3.12,26880.83,-79.46239488,-6.42,-46.21985792,-33.24253696,44,512400,有色ETF
20260911,半导体,-1.98,2583.75,-87.98816256,-4.17,-42.73442048,-45.25374208,45,512480,半导体ETF
