date,time,amv,volume_candidate,amount_candidate,source_file
2021-01-15,09:30:59,98233.703125,2119419136.0,27408879616.0,Z_SK0AMV20210115.fde
2021-01-15,09:31:59,98253.5,3272910592.0,43045584896.0,Z_SK0AMV20210115.fde
2021-01-15,09:32:59,98526.3984375,4337454080.0,57526403072.0,Z_SK0AMV20210115.fde
2021-01-15,09:33:59,98564.3046875,5282839040.0,70963191808.0,Z_SK0AMV20210115.fde
2021-01-15,09:34:59,98565.203125,6180545536.0,83717586944.0,Z_SK0AMV20210115.fde
2021-01-15,09:35:59,98745.3984375,7075956224.0,95978676224.0,Z_SK0AMV20210115.fde
2021-01-15,09:36:59,98882.3046875,7874644992.0,107645550592.0,Z_SK0AMV20210115.fde
2021-01-15,09:37:59,98940.0,8623218688.0,118541918208.0,Z_SK0AMV20210115.fde
2021-01-15,09:38:59,99098.5,9316070400.0,128400244736.0,Z_SK0AMV20210115.fde
2021-01-15,09:39:59,99285.0,10031810560.0,138401890304.0,Z_SK0AMV20210115.fde
2021-01-15,09:40:59,99333.6015625,10712087552.0,147832537088.0,Z_SK0AMV20210115.fde
2021-01-15,09:41:59,99313.3046875,11366845440.0,157041197056.0,Z_SK0AMV20210115.fde
2021-01-15,09:42:59,99304.3046875,11967996928.0,165586141184.0,Z_SK0AMV20210115.fde
2021-01-15,09:43:59,99258.5,12552047616.0,173771227136.0,Z_SK0AMV20210115.fde
2021-01-15,09:44:59,99297.6015625,13137587200.0,181860892672.0,Z_SK0AMV20210115.fde
2021-01-15,09:45:59,99250.1015625,13855746048.0,190955028480.0,Z_SK0AMV20210115.fde
2021-01-15,09:46:59,99049.3984375,14569246720.0,200467365888.0,Z_SK0AMV20210115.fde
2021-01-15,09:47:59,98992.3046875,15211699200.0,209603870720.0,Z_SK0AMV20210115.fde
2021-01-15,09:48:59,98976.3046875,15829966848.0,218468827136.0,Z_SK0AMV20210115.fde
2021-01-15,09:49:59,98956.203125,16502862848.0,227753410560.0,Z_SK0AMV20210115.fde
2021-01-15,09:50:59,98900.703125,17169563648.0,237151715328.0,Z_SK0AMV20210115.fde
2021-01-15,09:51:59,98868.203125,17769269248.0,246360866816.0,Z_SK0AMV20210115.fde
2021-01-15,09:52:59,98929.5,18324187136.0,254930829312.0,Z_SK0AMV20210115.fde
2021-01-15,09:53:59,98890.6015625,18831699968.0,262549749760.0,Z_SK0AMV20210115.fde
2021-01-15,09:54:59,98937.0,19330699264.0,270491680768.0,Z_SK0AMV20210115.fde
2021-01-15,09:55:59,99110.8984375,19790510080.0,278181412864.0,Z_SK0AMV20210115.fde
