date,time,amv,volume_candidate,amount_candidate,source_file
2024-06-17,09:30:59,75790.1015625,2554405632.0,25685264384.0,Z_SK0AMV20240617.fde
2024-06-17,09:31:59,75968.3984375,3867521536.0,39460941824.0,Z_SK0AMV20240617.fde
2024-06-17,09:32:59,76006.1015625,5011200000.0,51731628032.0,Z_SK0AMV20240617.fde
2024-06-17,09:33:59,76061.6015625,6009034752.0,62623236096.0,Z_SK0AMV20240617.fde
2024-06-17,09:34:59,76155.1015625,6851649024.0,72153653248.0,Z_SK0AMV20240617.fde
2024-06-17,09:35:59,76285.1015625,7681349632.0,81314078720.0,Z_SK0AMV20240617.fde
2024-06-17,09:36:59,76389.0,8419884032.0,90045923328.0,Z_SK0AMV20240617.fde
2024-06-17,09:37:59,76466.3984375,9152959488.0,98547679232.0,Z_SK0AMV20240617.fde
2024-06-17,09:38:59,76485.3046875,9985734656.0,107683045376.0,Z_SK0AMV20240617.fde
2024-06-17,09:39:59,76530.3984375,10757092352.0,116801282048.0,Z_SK0AMV20240617.fde
2024-06-17,09:40:59,76544.203125,11408780288.0,124667453440.0,Z_SK0AMV20240617.fde
2024-06-17,09:41:59,76558.5,11990007808.0,131776937984.0,Z_SK0AMV20240617.fde
2024-06-17,09:42:59,76524.203125,12566276096.0,138513924096.0,Z_SK0AMV20240617.fde
2024-06-17,09:43:59,76572.703125,13149684736.0,145226203136.0,Z_SK0AMV20240617.fde
2024-06-17,09:44:59,76507.3984375,13637143552.0,151299702784.0,Z_SK0AMV20240617.fde
2024-06-17,09:45:59,76475.3984375,14266852352.0,158198956032.0,Z_SK0AMV20240617.fde
2024-06-17,09:46:59,76563.3046875,14843042816.0,164870963200.0,Z_SK0AMV20240617.fde
2024-06-17,09:47:59,76542.203125,15368282112.0,170793074688.0,Z_SK0AMV20240617.fde
2024-06-17,09:48:59,76613.8984375,15824861184.0,176354492416.0,Z_SK0AMV20240617.fde
2024-06-17,09:49:59,76659.703125,16297374720.0,181704572928.0,Z_SK0AMV20240617.fde
2024-06-17,09:50:59,76663.203125,16761953280.0,187137261568.0,Z_SK0AMV20240617.fde
2024-06-17,09:51:59,76628.0,17257785344.0,192731561984.0,Z_SK0AMV20240617.fde
2024-06-17,09:52:59,76645.1015625,17735962624.0,198352748544.0,Z_SK0AMV20240617.fde
2024-06-17,09:53:59,76800.6015625,18328913920.0,204542525440.0,Z_SK0AMV20240617.fde
2024-06-17,09:54:59,76828.0,18751381504.0,209404575744.0,Z_SK0AMV20240617.fde
2024-06-17,09:55:59,76872.0,19148519424.0,213963489280.0,Z_SK0AMV20240617.fde
2024-06-17,09:56:59,76899.8984375,19554172928.0,218425802752.0,Z_SK0AMV20240617.fde
2024-06-17,09:57:59,76924.8046875,19929284608.0,222668455936.0,Z_SK0AMV20240617.fde
2024-06-17,09:58:59,76990.3984375,20320172032.0,227308683264.0,Z_SK0AMV20240617.fde
2024-06-17,09:59:59,77064.703125,20728915968.0,232141062144.0,Z_SK0AMV20240617.fde
2024-06-17,10:00:59,77043.6015625,21143103488.0,237303545856.0,Z_SK0AMV20240617.fde
2024-06-17,10:01:59,77079.3984375,21641979904.0,242800689152.0,Z_SK0AMV20240617.fde
2024-06-17,10:02:59,77063.6015625,22027493376.0,247514578944.0,Z_SK0AMV20240617.fde
2024-06-17,10:03:59,77030.8984375,22515165184.0,252440936448.0,Z_SK0AMV20240617.fde
2024-06-17,10:04:59,77047.1015625,22940028928.0,257184514048.0,Z_SK0AMV20240617.fde
2024-06-17,10:05:59,77046.0,23323756544.0,261867585536.0,Z_SK0AMV20240617.fde
2024-06-17,10:06:59,77076.3984375,23680245760.0,266403774464.0,Z_SK0AMV20240617.fde
2024-06-17,10:07:59,77092.203125,24067084288.0,271174844416.0,Z_SK0AMV20240617.fde
2024-06-17,10:08:59,77083.703125,24405266432.0,275340886016.0,Z_SK0AMV20240617.fde
2024-06-17,10:09:59,77073.703125,24696215552.0,279141810176.0,Z_SK0AMV20240617.fde
2024-06-17,10:10:59,77054.8046875,25067591680.0,283379695616.0,Z_SK0AMV20240617.fde
2024-06-17,10:11:59,77130.703125,25435322368.0,287746916352.0,Z_SK0AMV20240617.fde
2024-06-17,10:12:59,77100.3984375,25735444480.0,291549872128.0,Z_SK0AMV20240617.fde
2024-06-17,10:13:59,77125.8046875,26032832512.0,295022395392.0,Z_SK0AMV20240617.fde
2024-06-17,10:14:59,77169.1015625,26325612544.0,298419355648.0,Z_SK0AMV20240617.fde
2024-06-17,10:15:59,77162.703125,26618390528.0,301909868544.0,Z_SK0AMV20240617.fde
2024-06-17,10:16:59,77130.203125,26905309184.0,305212719104.0,Z_SK0AMV20240617.fde
2024-06-17,10:17:59,77159.8046875,27191971840.0,308444332032.0,Z_SK0AMV20240617.fde
2024-06-17,10:18:59,77150.3984375,27472408576.0,311670472704.0,Z_SK0AMV20240617.fde
2024-06-17,10:19:59,77179.8046875,27740690432.0,314980302848.0,Z_SK0AMV20240617.fde
2024-06-17,10:20:59,77198.8046875,28043083776.0,318673190912.0,Z_SK0AMV20240617.fde
2024-06-17,10:21:59,77196.703125,28412661760.0,322772008960.0,Z_SK0AMV20240617.fde
2024-06-17,10:22:59,77219.0,28835282944.0,327350648832.0,Z_SK0AMV20240617.fde
2024-06-17,10:23:59,77224.703125,29167439872.0,331199938560.0,Z_SK0AMV20240617.fde
2024-06-17,10:24:59,77204.8046875,29493149696.0,335111979008.0,Z_SK0AMV20240617.fde
2024-06-17,10:25:59,77248.3984375,29812207616.0,338745065472.0,Z_SK0AMV20240617.fde
2024-06-17,10:26:59,77293.3984375,30103775232.0,342316417024.0,Z_SK0AMV20240617.fde
2024-06-17,10:27:59,77290.703125,30367893504.0,345703186432.0,Z_SK0AMV20240617.fde
2024-06-17,10:28:59,77315.5,30641133568.0,348974383104.0,Z_SK0AMV20240617.fde
2024-06-17,10:29:59,77282.3046875,30926682112.0,352699056128.0,Z_SK0AMV20240617.fde
2024-06-17,10:30:59,77272.203125,31211571200.0,355980869632.0,Z_SK0AMV20240617.fde
2024-06-17,10:31:59,77264.703125,31459164160.0,358900498432.0,Z_SK0AMV20240617.fde
2024-06-17,10:32:59,77294.0,31723427840.0,361914859520.0,Z_SK0AMV20240617.fde
2024-06-17,10:33:59,77286.3984375,31952709632.0,364755124224.0,Z_SK0AMV20240617.fde
2024-06-17,10:34:59,77261.703125,32200806400.0,367742156800.0,Z_SK0AMV20240617.fde
2024-06-17,10:35:59,77194.3046875,32588584960.0,371540656128.0,Z_SK0AMV20240617.fde
2024-06-17,10:36:59,77210.0,32837728256.0,374371549184.0,Z_SK0AMV20240617.fde
