date,time,amv,volume_candidate,amount_candidate,source_file
2020-06-10,09:30:59,60589.90234375,1731767040.0,17026322432.0,Z_SK0AMV20200610.fde
2020-06-10,09:31:59,60658.30078125,2483574528.0,24820652032.0,Z_SK0AMV20200610.fde
2020-06-10,09:32:59,60694.6015625,3249719296.0,32751157248.0,Z_SK0AMV20200610.fde
2020-06-10,09:33:59,60711.69921875,3908702720.0,39883694080.0,Z_SK0AMV20200610.fde
2020-06-10,09:34:59,60689.0,4594439168.0,47037968384.0,Z_SK0AMV20200610.fde
2020-06-10,09:35:59,60709.5,5233132032.0,53653032960.0,Z_SK0AMV20200610.fde
2020-06-10,09:36:59,60739.40234375,5817974784.0,59841110016.0,Z_SK0AMV20200610.fde
2020-06-10,09:37:59,60779.40234375,6394878464.0,66315517952.0,Z_SK0AMV20200610.fde
2020-06-10,09:38:59,60758.6015625,6966353408.0,72622686208.0,Z_SK0AMV20200610.fde
2020-06-10,09:39:59,60734.90234375,7531115008.0,78921089024.0,Z_SK0AMV20200610.fde
2020-06-10,09:40:59,60797.80078125,8132821504.0,86131335168.0,Z_SK0AMV20200610.fde
2020-06-10,09:41:59,60858.69921875,8604216320.0,91748163584.0,Z_SK0AMV20200610.fde
2020-06-10,09:42:59,60847.6015625,9053159424.0,97245233152.0,Z_SK0AMV20200610.fde
2020-06-10,09:43:59,60849.0,9479862272.0,102216450048.0,Z_SK0AMV20200610.fde
2020-06-10,09:44:59,60880.30078125,9877113856.0,106825465856.0,Z_SK0AMV20200610.fde
2020-06-10,09:45:59,60892.69921875,10297702400.0,111643451392.0,Z_SK0AMV20200610.fde
2020-06-10,09:46:59,60953.19921875,10734722048.0,116499709952.0,Z_SK0AMV20200610.fde
2020-06-10,09:47:59,61011.6015625,11174818816.0,121457819648.0,Z_SK0AMV20200610.fde
2020-06-10,09:48:59,61017.80078125,11564347392.0,125684252672.0,Z_SK0AMV20200610.fde
2020-06-10,09:49:59,61028.5,11976816640.0,130016280576.0,Z_SK0AMV20200610.fde
2020-06-10,09:50:59,60985.90234375,12395091968.0,134794641408.0,Z_SK0AMV20200610.fde
2020-06-10,09:51:59,61004.6015625,12799883264.0,139536416768.0,Z_SK0AMV20200610.fde
2020-06-10,09:52:59,61053.6015625,13164686336.0,143887597568.0,Z_SK0AMV20200610.fde
2020-06-10,09:53:59,61056.1015625,13528061952.0,148024459264.0,Z_SK0AMV20200610.fde
2020-06-10,09:54:59,61077.5,13844281344.0,151670865920.0,Z_SK0AMV20200610.fde
2020-06-10,09:55:59,61104.1015625,14199950336.0,155663171584.0,Z_SK0AMV20200610.fde
2020-06-10,09:56:59,61101.1015625,14534625280.0,159469125632.0,Z_SK0AMV20200610.fde
2020-06-10,09:57:59,61109.6015625,14824439808.0,162780643328.0,Z_SK0AMV20200610.fde
2020-06-10,09:58:59,61134.5,15092342784.0,166040420352.0,Z_SK0AMV20200610.fde
2020-06-10,09:59:59,61156.1015625,15376842752.0,169443311616.0,Z_SK0AMV20200610.fde
2020-06-10,10:00:59,61168.0,15656413184.0,172711706624.0,Z_SK0AMV20200610.fde
2020-06-10,10:01:59,61198.5,15928438784.0,175961079808.0,Z_SK0AMV20200610.fde
2020-06-10,10:02:59,61196.19921875,16208525312.0,179140591616.0,Z_SK0AMV20200610.fde
2020-06-10,10:03:59,61190.40234375,16483148800.0,182301310976.0,Z_SK0AMV20200610.fde
2020-06-10,10:04:59,61188.1015625,16717709312.0,185038045184.0,Z_SK0AMV20200610.fde
2020-06-10,10:05:59,61166.0,16976506880.0,188155297792.0,Z_SK0AMV20200610.fde
2020-06-10,10:06:59,61129.30078125,17275299840.0,191757959168.0,Z_SK0AMV20200610.fde
2020-06-10,10:07:59,61132.19921875,17552031744.0,194992947200.0,Z_SK0AMV20200610.fde
2020-06-10,10:08:59,61163.6015625,17822287872.0,198258819072.0,Z_SK0AMV20200610.fde
2020-06-10,10:09:59,61130.6015625,18110836736.0,201601499136.0,Z_SK0AMV20200610.fde
2020-06-10,10:10:59,61094.5,18422368256.0,205203668992.0,Z_SK0AMV20200610.fde
2020-06-10,10:11:59,61084.80078125,18711885824.0,208475619328.0,Z_SK0AMV20200610.fde
2020-06-10,10:12:59,61094.5,18979262464.0,211553468416.0,Z_SK0AMV20200610.fde
2020-06-10,10:13:59,61105.40234375,19219730432.0,214316220416.0,Z_SK0AMV20200610.fde
2020-06-10,10:14:59,61149.80078125,19448924160.0,217080758272.0,Z_SK0AMV20200610.fde
2020-06-10,10:15:59,61169.30078125,19658563584.0,219542683648.0,Z_SK0AMV20200610.fde
2020-06-10,10:16:59,61174.90234375,19856277504.0,221815717888.0,Z_SK0AMV20200610.fde
2020-06-10,10:17:59,61158.90234375,20044347392.0,224046088192.0,Z_SK0AMV20200610.fde
2020-06-10,10:18:59,61157.69921875,20229906432.0,226272624640.0,Z_SK0AMV20200610.fde
2020-06-10,10:19:59,61160.69921875,20414306304.0,228448256000.0,Z_SK0AMV20200610.fde
2020-06-10,10:20:59,61176.5,20610093056.0,230759710720.0,Z_SK0AMV20200610.fde
2020-06-10,10:21:59,61179.90234375,20801282048.0,233054093312.0,Z_SK0AMV20200610.fde
2020-06-10,10:22:59,61190.69921875,20988291072.0,235256446976.0,Z_SK0AMV20200610.fde
2020-06-10,10:23:59,61213.5,21168537600.0,237446266880.0,Z_SK0AMV20200610.fde
2020-06-10,10:24:59,61192.80078125,21352116224.0,239649406976.0,Z_SK0AMV20200610.fde
2020-06-10,10:25:59,61190.6015625,21523877888.0,241721131008.0,Z_SK0AMV20200610.fde
2020-06-10,10:26:59,61173.6015625,21690056704.0,243698073600.0,Z_SK0AMV20200610.fde
2020-06-10,10:27:59,61176.30078125,21864505344.0,245758967808.0,Z_SK0AMV20200610.fde
2020-06-10,10:28:59,61179.0,22040451072.0,247795679232.0,Z_SK0AMV20200610.fde
2020-06-10,10:29:59,61173.1015625,22207948800.0,249697271808.0,Z_SK0AMV20200610.fde
2020-06-10,10:30:59,61122.5,22443091968.0,252359180288.0,Z_SK0AMV20200610.fde
2020-06-10,10:31:59,61080.6015625,22677405696.0,255070552064.0,Z_SK0AMV20200610.fde
2020-06-10,10:32:59,61057.40234375,22902636544.0,257679900672.0,Z_SK0AMV20200610.fde
2020-06-10,10:33:59,61043.30078125,23118508032.0,260037083136.0,Z_SK0AMV20200610.fde
2020-06-10,10:34:59,61030.6015625,23337492480.0,262487457792.0,Z_SK0AMV20200610.fde
2020-06-10,10:35:59,61000.40234375,23581849600.0,265158803456.0,Z_SK0AMV20200610.fde
2020-06-10,10:36:59,60972.19921875,23831203840.0,267941806080.0,Z_SK0AMV20200610.fde
2020-06-10,10:37:59,60952.90234375,24122988544.0,271078637568.0,Z_SK0AMV20200610.fde
2020-06-10,10:38:59,60943.19921875,24373577728.0,273867964416.0,Z_SK0AMV20200610.fde
2020-06-10,10:39:59,60928.6015625,24622673920.0,276582760448.0,Z_SK0AMV20200610.fde
2020-06-10,10:40:59,60942.90234375,24875028480.0,279488462848.0,Z_SK0AMV20200610.fde
2020-06-10,10:41:59,60961.6015625,25087459328.0,281859325952.0,Z_SK0AMV20200610.fde
2020-06-10,10:42:59,60981.80078125,25290551296.0,284022079488.0,Z_SK0AMV20200610.fde
2020-06-10,10:43:59,60997.6015625,25460170752.0,285943169024.0,Z_SK0AMV20200610.fde
2020-06-10,10:44:59,60995.6015625,25620598784.0,287784927232.0,Z_SK0AMV20200610.fde
2020-06-10,10:45:59,60964.5,25777344512.0,289662533632.0,Z_SK0AMV20200610.fde
2020-06-10,10:46:59,60947.0,25936009216.0,291478241280.0,Z_SK0AMV20200610.fde
