date,time,amv,volume_candidate,amount_candidate,source_file
2024-07-08,09:30:59,65214.1015625,2106209792.0,17391321088.0,Z_SK0AMV20240708.fde
2024-07-08,09:31:59,65177.5,3273068032.0,28324456448.0,Z_SK0AMV20240708.fde
2024-07-08,09:32:59,65324.5,4246579200.0,37522595840.0,Z_SK0AMV20240708.fde
2024-07-08,09:33:59,65322.5,5172140032.0,46556721152.0,Z_SK0AMV20240708.fde
2024-07-08,09:34:59,65370.1015625,6018569728.0,54667468800.0,Z_SK0AMV20240708.fde
2024-07-08,09:35:59,65334.40234375,6741571072.0,61639528448.0,Z_SK0AMV20240708.fde
2024-07-08,09:36:59,65311.90234375,7422531072.0,68278042624.0,Z_SK0AMV20240708.fde
2024-07-08,09:37:59,65426.0,8133040128.0,74922950656.0,Z_SK0AMV20240708.fde
2024-07-08,09:38:59,65502.6015625,8709133312.0,80546521088.0,Z_SK0AMV20240708.fde
2024-07-08,09:39:59,65519.1015625,9243458560.0,85821128704.0,Z_SK0AMV20240708.fde
2024-07-08,09:40:59,65516.6015625,9934057472.0,92320464896.0,Z_SK0AMV20240708.fde
2024-07-08,09:41:59,65541.6015625,10611961856.0,97935769600.0,Z_SK0AMV20240708.fde
2024-07-08,09:42:59,65641.8046875,11155288064.0,103141416960.0,Z_SK0AMV20240708.fde
2024-07-08,09:43:59,65610.203125,11854476288.0,109359382528.0,Z_SK0AMV20240708.fde
2024-07-08,09:44:59,65471.5,12886675456.0,117601656832.0,Z_SK0AMV20240708.fde
2024-07-08,09:45:59,65441.40234375,13549500416.0,123457617920.0,Z_SK0AMV20240708.fde
2024-07-08,09:46:59,65523.90234375,14145216512.0,129113817088.0,Z_SK0AMV20240708.fde
2024-07-08,09:47:59,65544.8046875,14576876544.0,133164572672.0,Z_SK0AMV20240708.fde
2024-07-08,09:48:59,65470.19921875,15071609856.0,137498705920.0,Z_SK0AMV20240708.fde
2024-07-08,09:49:59,65514.6015625,15564739584.0,141919109120.0,Z_SK0AMV20240708.fde
2024-07-08,09:50:59,65533.80078125,16028520448.0,146090868736.0,Z_SK0AMV20240708.fde
2024-07-08,09:51:59,65500.69921875,16514488320.0,150726066176.0,Z_SK0AMV20240708.fde
2024-07-08,09:52:59,65513.0,16958478336.0,154757709824.0,Z_SK0AMV20240708.fde
2024-07-08,09:53:59,65522.0,17375660032.0,158608867328.0,Z_SK0AMV20240708.fde
2024-07-08,09:54:59,65577.3984375,17777100800.0,162575187968.0,Z_SK0AMV20240708.fde
2024-07-08,09:55:59,65514.30078125,18189799424.0,166580568064.0,Z_SK0AMV20240708.fde
2024-07-08,09:56:59,65448.19921875,18689921024.0,170865426432.0,Z_SK0AMV20240708.fde
2024-07-08,09:57:59,65492.1015625,19134556160.0,174765473792.0,Z_SK0AMV20240708.fde
2024-07-08,09:58:59,65484.1015625,19476584448.0,177958322176.0,Z_SK0AMV20240708.fde
2024-07-08,09:59:59,65491.6015625,19809173504.0,180941340672.0,Z_SK0AMV20240708.fde
2024-07-08,10:00:59,65428.5,20294856704.0,185128271872.0,Z_SK0AMV20240708.fde
2024-07-08,10:01:59,65443.1015625,20717182976.0,189034594304.0,Z_SK0AMV20240708.fde
2024-07-08,10:02:59,65380.80078125,21213726720.0,192963706880.0,Z_SK0AMV20240708.fde
2024-07-08,10:03:59,65479.30078125,21691768832.0,197030379520.0,Z_SK0AMV20240708.fde
2024-07-08,10:04:59,65573.8046875,22034239488.0,200252571648.0,Z_SK0AMV20240708.fde
2024-07-08,10:05:59,65505.1015625,22439460864.0,203975147520.0,Z_SK0AMV20240708.fde
2024-07-08,10:06:59,65543.6015625,22708316160.0,206559920128.0,Z_SK0AMV20240708.fde
2024-07-08,10:07:59,65641.5,23031160832.0,210167267328.0,Z_SK0AMV20240708.fde
2024-07-08,10:08:59,65598.1015625,23335786496.0,213469659136.0,Z_SK0AMV20240708.fde
2024-07-08,10:09:59,65622.3984375,23568297984.0,215987699712.0,Z_SK0AMV20240708.fde
2024-07-08,10:10:59,65587.0,23830554624.0,218773487616.0,Z_SK0AMV20240708.fde
2024-07-08,10:11:59,65560.8984375,24169844736.0,222054612992.0,Z_SK0AMV20240708.fde
2024-07-08,10:12:59,65570.0,24388077568.0,224296271872.0,Z_SK0AMV20240708.fde
2024-07-08,10:13:59,65611.3046875,24675809280.0,227044573184.0,Z_SK0AMV20240708.fde
2024-07-08,10:14:59,65636.3984375,24931110912.0,229631868928.0,Z_SK0AMV20240708.fde
2024-07-08,10:15:59,65634.8984375,25148114944.0,231806795776.0,Z_SK0AMV20240708.fde
2024-07-08,10:16:59,65582.0,25402970112.0,234499375104.0,Z_SK0AMV20240708.fde
2024-07-08,10:17:59,65531.0,25708451840.0,237359104000.0,Z_SK0AMV20240708.fde
2024-07-08,10:18:59,65534.30078125,25993990144.0,240196009984.0,Z_SK0AMV20240708.fde
2024-07-08,10:19:59,65535.90234375,26224633856.0,242537299968.0,Z_SK0AMV20240708.fde
2024-07-08,10:20:59,65520.6015625,26436425728.0,244779892736.0,Z_SK0AMV20240708.fde
2024-07-08,10:21:59,65534.1015625,26658217984.0,247072768000.0,Z_SK0AMV20240708.fde
2024-07-08,10:22:59,65601.1015625,26933448704.0,249693208576.0,Z_SK0AMV20240708.fde
2024-07-08,10:23:59,65572.3984375,27195631616.0,252205498368.0,Z_SK0AMV20240708.fde
2024-07-08,10:24:59,65578.0,27380930560.0,254217076736.0,Z_SK0AMV20240708.fde
2024-07-08,10:25:59,65564.8046875,27566757888.0,256207568896.0,Z_SK0AMV20240708.fde
2024-07-08,10:26:59,65550.5,27786223616.0,258354446336.0,Z_SK0AMV20240708.fde
2024-07-08,10:27:59,65538.203125,27989721088.0,260434018304.0,Z_SK0AMV20240708.fde
2024-07-08,10:28:59,65513.1015625,28167088128.0,262317916160.0,Z_SK0AMV20240708.fde
2024-07-08,10:29:59,65464.30078125,28383135744.0,264519467008.0,Z_SK0AMV20240708.fde
2024-07-08,10:30:59,65423.0,28742387712.0,267713101824.0,Z_SK0AMV20240708.fde
2024-07-08,10:31:59,65395.6015625,29064226816.0,270660304896.0,Z_SK0AMV20240708.fde
2024-07-08,10:32:59,65416.90234375,29317439488.0,273158144000.0,Z_SK0AMV20240708.fde
2024-07-08,10:33:59,65460.69921875,29540034560.0,275370704896.0,Z_SK0AMV20240708.fde
2024-07-08,10:34:59,65477.30078125,29734739968.0,277358936064.0,Z_SK0AMV20240708.fde
2024-07-08,10:35:59,65438.0,29930506240.0,279360503808.0,Z_SK0AMV20240708.fde
2024-07-08,10:36:59,65412.6015625,30114424832.0,281283264512.0,Z_SK0AMV20240708.fde
2024-07-08,10:37:59,65360.0,30340294656.0,283576172544.0,Z_SK0AMV20240708.fde
2024-07-08,10:38:59,65369.19921875,30539810816.0,285646553088.0,Z_SK0AMV20240708.fde
2024-07-08,10:39:59,65355.80078125,30709735424.0,287378702336.0,Z_SK0AMV20240708.fde
2024-07-08,10:40:59,65367.40234375,30906079232.0,289329545216.0,Z_SK0AMV20240708.fde
2024-07-08,10:41:59,65342.0,31100303360.0,291227435008.0,Z_SK0AMV20240708.fde
2024-07-08,10:42:59,65359.0,31312345088.0,293425381376.0,Z_SK0AMV20240708.fde
2024-07-08,10:43:59,65342.40234375,31528208384.0,295372292096.0,Z_SK0AMV20240708.fde
2024-07-08,10:44:59,65349.0,31742672896.0,297395847168.0,Z_SK0AMV20240708.fde
2024-07-08,10:45:59,65417.5,31972874240.0,299519311872.0,Z_SK0AMV20240708.fde
2024-07-08,10:46:59,65404.6015625,32151607296.0,301282099200.0,Z_SK0AMV20240708.fde
2024-07-08,10:47:59,65381.1015625,32276271104.0,302592098304.0,Z_SK0AMV20240708.fde
